acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
0.1305,-0.558,0.2668,-20.184,0.2507,-0.1368,1
-19.415,0.3808,-0.579,-16.734,-0.4413,-20.752,1
0.3288,0.4753,-0.0016,0.3634,0.5421,21.293,1
-15.372,-0.1504,-0.1858,22.595,-0.0271,17.365,1
0.4204,-0.9211,0.182,-26.738,-49.294,-28.433,1
-16.083,0.5591,0.0872,-14.514,0.1712,-0.2237,1
-0.0247,0.3476,-0.2716,11.421,11.678,26.268,1
-13.64,-0.2569,-0.0173,19.299,-0.3215,14.574,1
-0.5248,-0.6535,0.0982,-17.384,0.0055,-23.616,1
-0.7484,0.7362,-0.1558,-14.217,-0.252,-11.003,1
-0.5255,0.4315,-0.2496,11.303,-0.2722,26.654,1
-13.785,0.1191,-0.1471,21.005,-0.8336,14.631,1
-0.067,-0.7223,0.3364,-29.012,-19.147,-21.281,1
-14.736,0.82,-0.1301,-19.995,18.434,-0.9988,1
0.0038,0.4844,-0.2055,0.1047,-29.146,33.002,1
-0.8065,-0.3717,-0.0614,13.685,-0.7809,12.279,1
-0.5729,-0.5512,0.0221,-27.608,-13.174,-47.101,1
-12.233,0.5358,-0.1281,-18.52,39.055,-0.0646,1
-0.2438,0.5827,-0.0904,18.84,-36.45,10.665,1
-0.316,-0.4784,-0.0312,10.184,-0.1495,0.1895,1
-10.589,-0.3,-0.0334,-28.267,-0.2498,-36.378,1
-0.897,0.6857,-0.1078,-0.9995,14.101,-0.9135,1
-14.3,12.396,-0.5106,13.743,-20.805,18.015,1
-0.0412,-0.5777,0.1089,0.8784,-0.0452,0.767,1
0.0576,0.8467,-0.2683,-0.6092,0.3524,-0.6714,1
-43.003,0.1038,-0.2197,28.312,10.838,36.31,1
0.3428,-0.8887,0.0986,0.7161,0.334,0.2148,1
-28.526,-0.0453,-0.5638,-18.71,0.1843,-25.732,1
0.1928,0.4899,-0.1528,-0.4521,21.275,0.0459,1
-40.041,0.2274,-0.2776,33.188,31.551,30.362,1
0.2941,-0.6041,0.2658,-0.0228,0.0108,0.4517,1
-24.091,-0.0772,-0.9171,-14.716,-0.4857,-23.99,1
0.0775,0.5159,-0.1333,-0.3828,19.769,0.3095,1
-33.647,14.088,-0.4882,24.725,14.432,31.971,1
0.4367,-0.6715,0.1992,-0.8905,-0.4365,-0.3451,1
-38.468,-0.5609,-0.7112,-15.86,0.2965,-20.67,1
0.1747,0.5264,-0.0766,-0.1084,0.5069,0.9736,1
-37.417,-0.1672,-0.0829,26.641,-20.131,25.666,1
0.4456,-0.7272,0.1523,-16.27,-0.7634,-0.2732,1
-17.299,0.6599,-0.0005,-20.51,-19.105,-15.997,1
0.0095,0.5384,-0.2335,-0.0343,0.8885,14.738,1
-25.933,-0.0673,0.0458,30.326,0.2833,26.357,1
0.3246,-0.6349,0.2698,-15.05,-11.0,-12.483,1
-22.752,0.2001,-0.6823,-19.276,-0.8848,-10.004,1
0.0119,0.451,-0.1149,-0.1213,0.8443,18.232,1
-12.172,-0.5487,-0.0799,26.088,0.6888,23.353,1
-0.4529,-0.6419,0.1603,-14.118,-12.112,-23.579,1
-18.766,0.4135,-0.4194,-18.731,-0.0881,-11.016,1
0.4177,0.659,-0.0417,0.6015,-10.72,30.314,1
-16.304,-0.2867,-0.4952,16.199,-14.49,12.67,1
0.0202,-0.5375,0.1723,-17.805,0.541,-22.838,1
-16.343,0.485,-0.5048,-13.362,-17.324,-15.874,1
0.0113,0.5259,-0.1301,0.574,0.3075,35.77,1
-0.9512,-0.1709,-0.0807,14.31,-0.0595,0.5738,1
-0.6435,-0.7312,0.058,-21.243,0.1443,-21.845,1
-0.4964,0.7728,-0.1082,-12.338,0.539,-10.864,1
-12.389,0.8405,-0.3481,0.7775,-25.673,33.615,1
-0.8575,-0.343,-0.0206,16.059,0.1498,0.8896,1
-10.519,-0.5017,0.0006,-24.366,-0.0904,-34.387,1
-0.4936,0.6643,-0.1094,-14.619,0.9238,-12.004,1
-10.195,10.022,-0.3048,0.4615,-33.558,30.035,1
-10.535,-0.2782,-0.0565,17.278,0.2257,0.8076,1
-24.157,0.1479,-0.1749,-27.311,-0.7562,-45.452,1
-0.1689,0.6808,-0.1177,-0.969,0.6477,-0.864,1
-0.7646,0.5549,-0.3615,0.8218,-18.277,10.347,1
-0.2257,-0.5766,-0.0233,13.059,-0.2233,0.8537,1
-10.603,-0.5571,-0.296,-12.718,-0.2539,-54.014,1
-0.5273,0.6579,-0.1336,-0.9147,17.771,-0.7077,1
-41.556,0.6769,-0.0267,32.592,-13.444,30.741,1
0.23,-0.806,0.1159,-0.0034,12.79,0.3584,1
-39.047,-0.1323,-0.1891,-16.924,0.3557,-43.826,1
-0.3327,0.8017,-0.0931,-0.7645,21.879,-0.7546,1
-27.481,21.837,-0.5214,34.157,22.497,32.213,1
-25.919,-0.1385,-0.8443,-16.254,-0.4493,-28.021,1
0.1381,0.8499,-0.2126,-0.1941,0.3927,0.8439,1
-27.502,-0.2359,-0.49,28.064,21.36,33.764,1
0.3525,-0.7301,0.4326,-0.3856,0.6641,0.1572,1
-27.367,0.0656,-0.7433,-20.265,-23.625,-22.344,1
0.253,0.6759,-0.1276,-0.3031,18.919,0.7938,1
-39.876,-0.0807,-0.5215,24.864,0.4323,46.469,1
0.4425,-0.7889,0.477,-0.9889,-12.626,-0.8256,1
-40.314,0.0999,-0.4314,-24.935,-0.9406,-31.194,1
0.5689,0.9021,0.0878,-0.2831,-16.558,14.127,1
-35.703,-0.071,0.0047,27.893,-0.4986,33.424,1
0.1301,-0.6168,0.2368,-12.343,0.6723,-0.9596,1
-18.56,0.5458,-0.4614,-17.898,-23.312,-12.529,1
0.2619,0.5832,-0.1267,0.1931,21.015,30.605,1
-19.427,0.0455,-0.309,19.24,-23.771,23.014,1
0.4529,-0.6371,0.2046,-15.01,-0.1051,-24.21,1
-18.108,0.6171,-0.3271,-18.637,-10.951,-11.555,1
0.3766,0.6086,-0.1176,0.8921,0.6619,38.631,1
-0.8542,-0.092,-0.1292,15.013,-13.045,12.029,1
-0.4335,-0.4861,0.0799,-16.313,-12.009,-22.963,1
-0.651,0.8495,-0.1314,-21.961,-11.624,-10.671,1
-0.9351,0.5673,-0.1775,16.525,-19.057,32.374,1
-0.4647,-0.3149,0.1424,15.186,-18.556,0.2658,1
-18.386,-0.2865,0.6722,-35.661,19.245,-33.612,1
-0.3952,10.558,-0.0863,-13.611,0.6296,-0.542,1
-17.254,10.494,-0.0406,29.706,-18.25,18.344,1
0.1836,-0.6196,-0.2256,0.363,-17.403,-0.8734,1
-28.833,-0.0597,0.5799,-27.279,0.0394,-41.401,1
-0.1554,10.305,-0.295,-0.5353,17.504,-0.0344,1
-33.53,15.99,0.3641,33.18,-12.372,26.513,1
0.1959,-0.9309,0.3772,0.1706,-13.302,-0.2964,1
-36.381,-0.3158,-16.35,-16.963,-19.004,-36.42,1
0.166,0.7907,-0.1971,-0.6923,14.632,-0.0002,1
-37.31,0.4355,-0.3018,25.231,11.623,32.596,1
0.3433,-0.9226,0.1509,-0.5662,-0.5184,-0.5583,1
-31.895,-0.1383,-0.5803,-25.949,-24.715,-12.272,1
0.1608,0.655,-0.0802,0.2416,13.279,15.535,1
-21.628,-0.1071,-0.1052,27.713,-0.4902,18.174,1
0.3422,-0.5612,0.2001,-0.8458,-13.857,-13.0,1
-20.253,0.3626,-0.2389,-25.729,-20.115,-0.3869,1
0.4914,0.5284,-0.0344,17.994,-0.6237,26.546,1
-10.836,-0.1717,0.0548,16.709,0.5482,0.896,1
-0.4054,-0.7414,0.1989,-0.9194,-0.8359,-29.37,1
-0.8238,0.8354,-0.1802,-17.553,-0.7023,-0.6556,1
-0.6103,0.4304,-0.3219,14.011,-24.158,28.823,1
-0.7294,-0.0912,0.1198,17.992,0.4119,-0.4645,1
-0.9263,-0.7287,0.3764,-19.571,14.065,-46.428,1
-0.2612,11.845,-0.233,-0.2865,14.824,0.7226,1
-33.562,0.1304,-0.8123,17.177,12.853,34.366,1
-18.747,0.3316,-0.4034,-21.714,-15.461,-14.259,1
0.0388,0.2887,-0.2631,0.2877,-0.3999,18.455,1
-13.838,-0.1701,-0.1143,17.399,0.5474,28.805,1
-0.0598,-0.6128,0.2341,-0.7118,-0.5251,-17.491,1
-12.017,0.5633,-0.289,-23.677,-10.393,-0.5565,1
-0.2475,0.3768,-0.1757,12.982,15.104,34.015,1
-0.9411,-0.2049,-0.0362,15.11,-0.2244,0.7291,1
-0.7988,-0.6505,0.1606,-20.669,0.2445,-24.017,1
-0.7443,0.6642,-0.3622,-22.269,-0.1937,-0.89,1
-0.4682,0.4729,-0.2789,16.893,-0.7874,30.789,1
-0.6349,-0.062,-0.0821,15.644,-26.824,-11.487,1
-18.001,-0.2923,0.1758,-31.682,0.1821,-26.882,1
-0.6079,0.7251,-0.0975,-0.9128,-0.3881,-16.33,1
-17.706,11.194,-0.1281,21.303,-0.3245,18.475,1
-0.3868,-0.5765,0.2033,0.6236,0.5857,-0.7065,1
-30.173,-0.535,0.2061,-15.022,0.037,-25.613,1
-0.0504,0.8262,-0.0509,-0.109,16.274,0.3537,1
-35.042,0.2345,0.2622,28.865,11.012,27.114,1
0.2499,-0.5278,0.3028,-0.2934,-0.512,-0.8648,1
-28.721,-0.7159,-0.554,-26.414,-25.326,-10.237,1
0.0973,0.7439,-0.0469,0.8534,0.5304,15.505,1
-27.936,0.1045,-0.1274,20.902,14.976,29.269,1
0.1973,-0.7578,0.145,-13.848,-23.0,-13.132,1
-19.902,0.3778,-0.0779,-25.071,-0.7209,-15.231,1
0.04,0.4584,-0.1623,13.824,-0.1296,27.132,1
-13.795,-0.1444,0.1941,15.004,-0.3014,18.186,1
-0.2161,-0.6271,0.2394,-10.76,0.2616,-24.956,1
-17.663,0.49,-0.0757,-18.036,0.403,-0.3877,1
-0.2281,0.2708,-0.0848,13.827,-0.2522,31.47,1
-11.475,-0.0871,0.1756,14.232,-0.0765,0.2901,1
-0.3999,-0.5066,0.1143,-12.707,-0.2739,-19.397,1
-11.514,0.4192,-0.1754,-21.349,0.0844,-0.9394,1
-0.1248,0.4267,-0.3376,13.635,-16.153,23.948,1
-0.7719,-0.2733,-0.0434,0.9622,-11.113,0.3269,1
-0.5808,-0.601,0.1299,-14.73,-10.803,-41.625,1
-0.5684,0.7913,-0.5044,-12.786,0.4892,-0.2484,1
-12.441,0.6629,-0.2825,32.833,0.6473,34.093,1
-0.3067,-0.2062,0.053,-0.5172,-32.043,-0.3072,1
-28.706,-0.1337,0.2394,-19.155,-13.02,-40.093,1
0.0986,0.4792,-0.1898,0.1058,26.205,0.037,1
-32.051,0.1881,0.1543,32.56,21.019,27.789,1
0.0244,-0.5673,0.2544,0.0048,-11.194,-10.784,1
-24.999,-0.1116,0.0033,-31.038,-35.73,-16.927,1
-0.2071,0.7543,-0.0024,0.6198,12.134,10.539,1
-27.364,0.7919,0.7029,29.291,26.476,20.264,1
0.0846,-0.5684,0.1788,0.028,0.6035,-14.293,1
-30.129,-0.7616,-11.5,-16.847,0.6473,-25.407,1
-0.0108,0.2103,-0.2318,0.688,-0.6874,20.576,1
-19.951,-0.1918,-0.3804,14.155,13.004,26.331,1
-19.994,0.0467,-0.5638,-21.247,-14.181,-15.419,1
0.164,0.4294,-0.2302,12.412,0.0438,30.506,1
-19.898,-0.0937,-0.1808,11.731,-0.6204,21.328,1
-0.2947,-0.8206,0.2684,-0.83,-0.8203,-18.188,1
-17.567,0.5208,-0.3382,-25.236,-14.445,-0.5798,1
-0.3611,0.1216,-0.3819,12.202,0.5655,27.555,1
-0.8789,-0.0883,-0.0872,14.546,-0.9867,0.7002,1
-10.404,-0.929,0.0974,-10.329,-0.2503,-34.511,1
-0.6699,0.6763,-0.2451,-23.135,0.516,-0.5944,1
-0.8246,0.5256,-0.3772,19.321,-14.335,32.833,1
-0.8697,-0.2706,0.0465,11.797,0.0368,-0.3699,1
-10.881,-0.4992,-0.0672,-26.455,-21.532,-34.986,1
-10.633,0.4356,-0.0674,-11.656,-0.2692,-0.2129,1
-0.541,0.2832,-0.1655,22.808,0.4522,28.456,1
-0.5865,-0.2651,0.0446,12.841,-0.0682,0.6602,1
-0.8853,-0.7901,0.074,-23.039,-16.528,-60.815,1
-0.6012,10.193,-0.0696,-0.1471,17.011,0.1042,1
-32.604,10.608,-0.0817,25.541,10.528,33.31,1
0.0631,-0.5388,0.3146,0.9735,0.3756,-0.5791,1
-31.631,-0.5581,0.728,-34.362,-21.035,-26.969,1
0.2134,0.7754,-0.1463,-0.3251,21.709,0.323,1
-22.891,0.9459,-0.4214,25.672,10.757,37.307,1
-0.142,-0.2684,-0.0076,0.292,-15.102,-11.405,1
-27.793,-0.3282,0.1112,-31.039,-29.601,-20.842,1
0.1679,0.9087,0.0196,0.1956,0.387,10.819,1
-24.785,0.4317,-0.2989,17.204,17.431,38.663,1
0.1077,-0.6901,0.1283,0.1297,-0.8854,-17.609,1
-22.176,0.245,-0.4719,-30.412,-28.216,-16.59,1
-0.1903,0.7321,-0.1574,13.056,0.9522,26.66,1
-24.927,0.4392,-0.1295,17.653,0.4466,26.686,1
-0.3489,-0.7103,0.1741,-10.265,-0.1798,-22.981,1
-16.69,0.5931,-0.4064,-24.021,-12.726,-21.38,1
-0.1977,0.4084,-0.1348,18.081,16.184,32.145,1
-10.733,-0.2867,-0.2547,0.8254,-0.833,24.399,1
-0.115,-0.6756,0.1244,-0.4528,-0.4378,-26.492,1
-11.921,0.52,-0.2932,-20.548,-0.7499,-0.8876,1
-0.839,0.3019,-0.455,13.97,0.5092,34.027,1
-0.9496,-0.1085,-0.0277,13.826,0.1691,0.2481,1
-0.0435,-0.6302,0.2598,-17.232,-14.106,-28.713,1
-14.17,0.6506,-0.3387,-11.767,11.474,-10.111,1
-0.8365,0.48,-0.3895,21.044,-0.4055,33.702,1
-0.8189,-0.0951,0.04,10.742,0.4203,-0.4195,1
-0.4426,-0.7588,0.0487,-16.997,-13.411,-47.612,1
-0.7386,0.9579,-0.1741,-14.389,0.6033,-10.173,1
-16.654,0.5614,-0.6032,23.654,-0.775,26.194,1
-0.2375,-0.3596,0.2451,0.8691,0.0296,-0.2799,1
-31.447,-0.5851,-0.3002,-16.646,-0.2472,-33.696,1
-0.107,0.838,-0.1589,-0.8499,16.014,0.2426,1
-26.715,13.748,-0.3644,32.736,0.3021,28.19,1
-28.737,-0.2304,-0.7241,-23.175,-10.284,-30.504,1
0.1644,0.6546,-0.1721,0.7323,11.492,12.105,1
-25.237,-0.4823,-0.0315,22.225,33.532,28.581,1
0.425,-0.5796,0.1584,-11.978,-17.303,-0.9572,1
-21.259,0.615,-0.2886,-28.766,-25.13,-10.128,1
0.4913,0.5256,-0.1006,0.8857,-0.6166,20.499,1
-20.886,0.0216,-0.0603,19.558,0.4325,19.99,1
0.0271,-0.5841,0.2597,-0.7753,0.8688,-15.242,1
-19.589,0.7018,-0.518,-28.363,-0.2205,-0.4463,1
-0.1877,0.2801,-0.1414,13.656,-0.46,26.07,1
-0.9233,0.0149,0.0393,0.7857,-11.279,0.9679,1
-0.5324,-0.6657,0.1526,-10.63,0.9262,-28.674,1
-15.873,0.6645,-0.2,-18.953,-0.7964,-0.2283,1
-0.1711,0.2679,-0.1962,23.267,0.4451,31.544,1
-0.8837,-0.0173,-0.1094,16.377,0.4817,-0.6554,1
-10.085,-0.5804,0.1048,-27.042,0.6277,-34.908,1
-0.4622,10.443,-0.0623,0.0383,0.3604,-0.9027,1
-0.7927,0.3266,-0.3607,18.518,-0.3505,24.712,1
-0.3547,-0.1399,0.034,0.7835,-0.3032,-0.9445,1
-17.668,-0.3697,-0.0051,-20.335,-0.6692,-42.64,1
-0.2569,0.6287,-0.2811,-12.093,-0.5363,-0.0488,1
-35.517,0.9619,0.199,28.11,0.3792,23.823,1
0.1481,-0.5282,0.1475,0.5296,-16.447,-0.6769,1
-22.142,-0.504,0.2575,-24.732,-17.229,-26.468,1
-0.0349,10.441,-0.1857,0.8189,20.871,0.9723,1
-28.345,-0.2082,-0.0301,20.939,20.766,27.295,1
0.2829,-0.6247,0.241,-0.6887,-0.5558,-13.218,1
-27.168,-0.4421,-0.8887,-28.62,-26.394,-10.567,1
0.1563,0.3828,-0.2741,19.489,12.118,18.999,1
-15.285,0.0144,-0.1422,10.668,14.181,15.261,1
0.0357,-0.7028,0.1937,-0.9494,-0.9572,-0.9496,1
-15.063,0.6216,-0.1453,-21.942,-13.953,-0.9371,1
-0.0751,0.3835,-0.2163,14.713,12.154,28.348,1
-12.429,-0.1039,-0.091,16.533,0.3867,0.9308,1
-0.3037,-0.7604,0.1989,-19.756,-14.461,-29.972,1
-0.6935,0.9154,-0.1877,-18.927,-0.2689,-0.5831,1
-16.9,0.7158,-0.5864,22.365,-0.1368,19.679,1
-0.8786,-0.1424,-0.0701,0.9916,0.2876,-0.2625,1
-0.6223,-0.8589,0.0076,-14.342,-23.415,-43.19,1
-0.7332,0.7946,-0.3256,-14.754,0.4108,-0.7224,1
-12.566,0.6918,-0.623,14.619,-0.5488,33.712,1
-0.5101,-0.3345,0.0631,0.9057,-0.0249,-0.54,1
-0.8213,-0.7178,-0.1838,-25.361,-29.573,-48.755,1
-0.4834,0.8748,0.1188,0.3755,21.18,0.1091,1
-35.97,0.3691,-0.2879,22.481,13.992,36.702,1
0.2324,-0.5666,0.2971,0.6835,14.663,-0.5928,1
-28.851,-11.388,-17.322,-18.458,-11.133,-15.964,1
0.3131,0.814,-0.128,-0.1546,0.2319,0.6264,1
-33.626,0.831,-0.3841,26.018,26.253,31.392,1
-25.012,-0.3582,-0.828,-16.292,-0.3539,-25.098,1
-0.0699,0.8503,-0.2058,0.3522,0.9389,12.274,1
-36.345,0.5557,-0.2863,19.345,10.659,32.578,1
0.2442,-0.7296,0.1964,-0.8158,-20.944,-0.5167,1
-25.414,-0.0839,0.296,-28.045,-34.295,-18.753,1
0.2945,0.7547,-0.1791,-0.0706,0.3575,17.107,1
-31.795,0.059,0.0026,26.661,0.993,26.612,1
0.0982,-0.6205,0.2776,-0.3446,-0.0474,-13.858,1
-20.005,0.463,-0.2027,-28.115,-19.941,-0.9488,1
0.0922,0.2049,-0.162,10.07,-0.2444,19.499,1
-14.98,-0.375,-0.1849,21.716,16.445,14.868,1
-0.186,-0.4911,0.3279,-10.57,-21.714,-17.023,1
-14.699,0.7995,-0.3494,-20.635,-0.2022,-0.8494,1
-0.4635,0.3216,-0.1758,12.053,-11.696,27.997,1
-0.9869,-0.1411,-0.0405,17.52,-0.8919,19.22,1
-0.3229,-0.7395,0.0756,-15.004,-0.4716,-30.694,1
-15.243,0.761,-0.3325,-16.024,-0.6446,-0.7496,1
-0.1562,0.1793,-0.3315,10.946,-10.098,37.225,1
-0.853,-0.277,-0.025,10.658,-12.864,0.097,1
-0.7265,-0.6778,0.1102,-21.615,-0.1352,-29.59,1
-0.4178,0.9254,-0.2214,-14.41,0.0292,-0.529,1
-21.518,11.844,-0.3229,22.226,-0.6316,21.334,1
-0.708,-0.2405,0.065,0.8952,0.2815,-0.202,1
-12.135,-0.5276,0.0384,-14.543,-0.6353,-33.534,1
-0.6531,0.7744,-0.2648,-13.25,17.575,-0.4244,1
-15.94,0.8384,-0.3991,25.292,0.4236,30.787,1
-0.5353,-0.2969,0.1259,0.7309,0.6542,-0.6424,1
-23.17,-0.3286,-0.762,-16.219,0.054,-23.469,1
0.0932,0.6921,-0.3211,-0.2382,0.0765,13.051,1
-28.117,0.1107,-0.1077,20.63,10.122,30.381,1
0.2226,-0.5131,0.1772,0.039,-0.7211,-10.654,1
-23.074,0.1091,-0.3159,-24.622,-14.72,-16.123,1
0.2428,0.504,-0.15,0.709,0.5503,12.248,1
-24.352,-0.0244,-0.1613,19.231,0.4124,30.251,1
0.1134,-0.5145,0.3156,-0.0664,-0.4626,-0.8315,1
-32.194,-0.394,-0.8198,-22.453,-13.788,-0.672,1
0.2263,0.2815,-0.0511,-0.017,0.5252,0.9046,1
-28.015,0.1552,-0.2641,20.497,0.5935,32.247,1
0.2429,-0.5816,0.1889,-0.9686,-14.462,-12.78,1
-24.273,0.1889,-0.3833,-25.767,-16.511,-12.573,1
0.2596,0.5625,-0.1951,13.422,0.79,19.631,1
-12.622,-0.1007,-0.0619,14.423,-0.7832,19.55,1
-0.0428,-0.6859,0.1847,-16.297,-19.323,-11.089,1
-14.343,0.573,-0.1181,-21.579,-12.34,-10.072,1
-0.2874,0.335,-0.2694,10.452,13.679,27.563,1
-15.313,-0.0154,-0.1195,20.104,0.3365,21.993,1
0.0554,-0.677,0.2409,-16.331,-12.355,-21.763,1
-11.216,0.4206,-0.3279,-14.14,-0.0759,-11.326,1
-0.1421,0.4107,-0.1414,0.4692,-0.0095,33.693,1
-0.3201,-0.4911,0.0469,-12.253,-0.1477,-25.854,1
-10.033,0.6549,-0.2439,-24.686,-0.2528,-0.7624,1
-0.507,0.3688,-0.2296,18.641,-14.472,31.546,1
-10.218,-0.0581,0.0132,14.896,-0.1682,0.5695,1
-0.4638,-0.7711,0.2642,-20.57,-0.2348,-42.959,1
-0.9018,0.6544,-0.1909,-13.472,0.9528,-0.723,1
0.1567,0.2129,-0.4608,11.612,-38.684,22.762,1
-0.4384,-0.3017,0.0965,0.507,0.5426,-0.3552,1
-18.169,-0.4835,-0.4843,-14.1,-12.794,-29.208,1
-0.3998,0.6719,-0.1644,-11.314,36.159,0.2768,1
-32.016,0.6534,-0.3811,21.55,0.9811,27.576,1
0.1903,-0.6605,0.3234,13.894,-0.1916,-0.591,1
-32.418,-0.2639,-0.6778,-18.283,-14.126,-24.353,1
-0.1233,0.9018,-0.2281,0.1846,15.532,0.672,1
-35.471,-0.0231,-0.1772,24.728,22.625,27.379,1
0.2878,-0.7058,0.2299,-0.9055,-0.711,-0.0512,1
-25.609,0.2508,-0.5226,-17.008,-11.958,-22.165,1
0.1947,0.3264,-0.2145,0.1322,13.657,11.501,1
-21.07,-0.1086,-0.2121,21.496,0.4802,27.618,1
0.299,-0.6151,0.2187,-0.8962,-0.8351,-0.5755,1
-21.31,0.2482,-0.6942,-27.561,-18.599,-0.9057,1
0.2449,0.3566,-0.1232,11.496,0.6909,18.017,1
-20.759,0.0684,-0.3901,19.935,-0.0135,19.375,1
-0.0443,-0.6245,0.2092,-0.5886,27.088,-25.022,1
-15.861,0.355,-0.6379,-15.998,-20.951,-0.6567,1
0.1127,0.3332,-0.2556,10.272,10.605,26.173,1
-17.599,0.0996,-0.057,19.357,-14.018,12.789,1
0.1808,-0.6909,0.2159,-17.907,-0.9835,-24.081,1
-0.4994,0.5652,-0.4158,-21.259,-17.327,-10.661,1
-0.3558,0.4635,-0.3108,14.373,-0.6914,33.175,1
-0.818,-0.0959,0.0161,17.014,-0.6368,0.6261,1
-10.914,-0.3916,-0.0109,-24.441,0.4409,-28.391,1
-0.844,0.7207,-0.27,-20.93,0.6897,-17.008,1
-0.5901,0.7071,-0.4536,11.105,-16.317,34.245,1
-0.4312,-0.4261,0.0423,16.965,0.2161,-0.3646,1
-29.469,-0.1528,-0.394,-29.261,-0.7458,-35.667,1
-0.2261,0.7916,-0.2657,-0.6324,-0.3875,-0.5365,1
-36.11,0.4671,-0.1838,21.853,-0.2017,23.178,1
-0.4107,-0.1889,0.0361,13.602,0.7961,-0.4935,1
-25.242,-0.2551,-10.325,-22.448,18.506,-13.012,1
0.2623,0.6014,-0.0081,0.3169,-0.1125,-0.3556,1
-41.032,0.9394,0.1612,36.571,-0.399,35.44,1
0.2345,-0.8938,0.1554,-0.8003,0.0264,-0.1153,1
-26.796,0.1556,-0.7118,-19.571,-19.696,-23.216,1
-0.0838,0.4723,-0.1998,0.2979,14.991,0.7118,1
-39.395,10.418,0.2831,27.27,12.414,30.527,1
0.4007,-0.7079,0.2274,-0.948,-10.415,-10.78,1
-21.168,0.2967,-0.5905,-27.503,-21.426,-14.871,1
0.0187,0.375,-0.1985,0.93,17.663,12.178,1
-0.2422,-0.6236,0.4029,-10.477,-0.1884,-15.204,1
-13.774,0.6901,-0.4615,-20.992,-12.567,-12.883,1
-0.205,0.3921,-0.2035,12.287,-0.3187,30.658,1
-0.8156,-0.2988,-0.0575,21.229,-0.9962,0.8657,1
-0.4496,-0.6826,0.1774,-19.019,-0.8704,-22.669,1
-10.253,0.8975,-0.3031,-15.805,11.571,-13.515,1
-0.6523,0.2506,-0.223,17.041,-10.827,33.559,1
-0.6225,-0.2151,-0.1066,10.756,0.0934,0.0475,1
-0.4245,-0.6516,0.0471,-20.624,-17.406,-31.524,1
-0.8385,0.6884,-0.1725,-15.49,15.957,-0.44,1
-24.176,15.228,-0.5031,14.871,-18.371,19.86,1
-0.3383,-0.5355,0.1687,0.7937,0.7752,0.503,1
-31.3,0.1412,-0.1893,-19.096,-0.1419,-38.117,1
-0.5237,0.9158,0.0633,-0.8244,-0.086,0.089,1
-41.465,10.465,-0.2372,31.894,-0.2042,37.376,1
-0.1171,-0.4509,0.1603,0.7817,11.426,-0.2517,1
-36.211,-0.0991,0.01,-22.431,-0.5145,-25.515,1
-0.386,0.8195,-0.0026,-0.2812,27.501,-0.174,1
-40.473,0.8171,0.0257,26.505,0.8791,34.408,1
-0.0755,-0.5092,0.2524,14.713,0.8186,-0.2097,1
-34.674,-0.4059,-0.1292,-14.797,-0.0905,-41.199,1
-0.5195,0.7785,-0.0992,-0.9714,27.092,-0.5035,1
-41.541,0.9865,0.6584,30.963,-0.3323,21.837,1
0.3544,-0.7537,0.1939,0.9961,0.8382,-0.1846,1
-34.973,-0.2864,-0.1955,-23.051,-12.83,-22.789,1
0.217,0.7301,-0.0967,-0.2693,15.528,0.4854,1
-32.082,0.036,0.0774,28.984,0.0207,23.605,1
0.3696,-0.644,0.219,-0.4127,16.177,-10.944,1
-17.404,0.2787,-0.735,-27.617,-24.188,-17.178,1
0.1751,0.6948,-0.2201,0.3984,0.3783,18.377,1
-17.646,-0.1564,-0.0759,23.922,-12.84,20.539,1
-0.2339,-0.5714,0.3779,-0.7298,0.2342,-12.725,1
-13.574,0.4655,-0.5038,-17.356,-0.6889,-17.474,1
-0.2264,0.3817,-0.3847,0.24,-0.2453,32.907,1
-0.7397,-0.3461,-0.1174,10.339,0.4792,12.901,1
-0.0946,-0.5404,0.1326,-0.7655,-19.041,-24.764,1
-11.502,0.2449,-0.7526,-23.257,0.4795,-14.772,1
0.0037,0.4212,-0.111,30.87,-0.1641,19.366,1
-0.3207,-0.3478,0.1476,0.9672,12.599,0.0454,1
-26.985,-0.1052,0.8174,-30.878,-12.286,-21.198,1
-0.0147,0.8591,-0.112,-0.7963,37.907,-0.3158,1
-19.916,11.515,-0.4244,23.709,-0.1573,17.588,1
-0.1659,-0.3315,0.036,0.7275,0.584,-0.0723,1
-16.343,-0.4908,-0.0748,-21.309,-0.8373,-31.781,1
0.033,0.6191,-0.2297,-0.3539,17.833,0.5788,1
-40.749,0.3285,0.0274,31.17,24.422,30.061,1
0.4173,-0.6079,0.2843,-0.3449,-0.2872,-0.7485,1
-16.525,0.3861,-0.5263,-23.292,-19.045,-0.505,1
0.1847,0.5967,-0.1589,0.4145,0.8608,13.678,1
0.0627,-0.6066,0.1645,-0.7778,0.2403,-10.961,1
-13.889,0.6518,-0.2996,-26.297,-13.899,-14.841,1
0.4427,0.5934,-0.0721,0.636,-0.437,18.664,1
-23.134,-0.1849,-0.2405,23.389,0.5407,25.407,1
0.355,-0.6762,0.4007,-14.2,-23.711,-22.181,1
-23.949,0.3231,-0.2232,-22.696,0.9114,-11.059,1
0.3875,0.4402,-0.1765,0.6669,-10.906,26.495,1
-0.8317,-0.2488,0.0164,17.012,0.2437,10.844,1
-0.8177,-0.6741,0.0148,-11.297,-0.0213,-24.626,1
