a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,class
1,2,3,4,5,1,2,3,4,5,1.1701,1.1948,2.3246,3.4275,5.0775,1.4214,1.4308,2.4637,3.8996,4.88,2
1,2,3,4,5,1,2,3,4,5,1.1702,1.7201,2.0018,4.2979,5.0917,1.3628,1.6533,2.0052,4.1416,5.2801,3
1,2,3,4,5,1,2,3,4,5,1.1739,1.3764,1.5254,1.6233,10.696,0.2501,0.57023,1.4528,1.7678,11.052,2
1,2,3,4,5,1,2,3,4,5,1.1743,1.2854,1.361,1.3833,3.0584,0.38858,0.39584,0.45998,0.54508,2.5025,2
1,2,3,4,5,1,2,3,4,5,1.1746,1.2818,1.8077,2.5545,6.9335,0.61118,0.72003,1.2004,2.4079,6.6496,1
1,2,3,4,5,1,2,3,4,5,1.1762,1.2244,1.7432,2.1295,2.476,0.2683,0.58967,2.2432,2.3582,2.5078,2
1,2,3,4,5,1,2,3,4,5,1.1763,1.2248,1.3911,1.5024,4.3963,1.0194,1.0867,1.2174,1.5102,4.295,5
1,2,3,4,5,1,2,3,4,5,1.1765,1.2628,3.3433,5.0854,17.947,0.72058,0.79757,3.6297,5.6798,18.548,1
1,2,3,4,5,1,2,3,4,5,1.1771,3.1621,5.6592,11.844,27.232,0.80662,3.6091,6.1136,12.548,27.672,2
1,2,3,4,5,1,2,3,4,5,1.1782,1.317,1.7072,2.1734,5.0479,0.89151,1.0265,1.1719,2.1594,3.9,1
1,2,3,4,5,1,2,3,4,5,1.1794,1.4423,2.6207,5.7748,15.854,1.3063,1.6186,2.8893,5.8112,16.152,2
1,2,3,4,5,1,2,3,4,5,1.1799,1.3068,1.4353,3.2088,4.7467,0.60194,1.1791,1.6531,3.5057,5.2557,2
1,2,3,4,5,1,2,3,4,5,1.1802,1.336,1.9748,4.235,6.5857,1.0413,1.2578,1.7734,4.1165,6.396,3
1,2,3,4,5,1,2,3,4,5,1.1808,1.4903,1.6469,1.9428,2.3619,0.95599,0.95758,1.0261,1.945,2.0612,3
1,2,3,4,5,1,2,3,4,5,1.1809,1.207,2.8728,3.1385,4.0969,1.6402,1.8385,2.7814,3.3934,3.8464,1
1,2,3,4,5,1,2,3,4,5,1.1812,1.7931,1.9997,3.1055,3.6933,0.61222,1.4821,1.5593,3.0806,3.9562,1
1,2,3,4,5,1,2,3,4,5,1.1816,1.3,2.0812,2.1958,3.7342,0.58088,0.58436,1.6749,2.2619,3.7837,1
1,2,3,4,5,1,2,3,4,5,1.1819,1.4071,1.4213,2.2405,2.6703,0.60884,1.0863,1.6793,1.8681,2.5374,1
1,2,3,4,5,1,2,3,4,5,1.1838,1.3399,2.7355,3.871,17.244,2.2651,2.2812,4.0253,4.998,16.77,5
1,2,3,4,5,1,2,3,4,5,1.1848,1.3917,1.5234,2.5768,5.6401,0.48354,0.9525,1.2203,2.1935,5.3107,1
1,2,3,4,5,1,2,3,4,5,1.1861,1.2229,2.0303,2.8087,3.3632,0.71145,0.90439,2.0567,2.6907,3.5227,1
1,2,3,4,5,1,2,3,4,5,1.1875,1.6185,1.7811,3.3044,10.454,0.77679,1.2976,1.6964,2.886,10.906,1
1,2,3,4,5,1,2,3,4,5,1.1882,1.2972,1.403,1.5338,1.6774,0.49959,0.51099,0.6827,0.80031,1.7376,5
1,2,3,4,5,1,2,3,4,5,1.1889,1.2142,1.3877,1.5096,2.2116,0.30519,0.50549,0.51614,1.0163,1.6924,2
1,2,3,4,5,1,2,3,4,5,1.1893,1.3951,1.4189,1.5417,4.1568,1.0101,1.2233,1.4146,2.1491,4.1737,5
1,2,3,4,5,1,2,3,4,5,1.1902,1.2884,1.4294,2.1342,4.2387,0.38756,0.62374,1.3348,1.9041,4.1022,1
1,2,3,4,5,1,2,3,4,5,1.1902,1.5638,2.3518,2.7307,6.177,1.3351,1.5314,2.4777,2.6077,6.399,1
1,2,3,4,5,1,2,3,4,5,1.1907,1.2164,1.4457,1.7088,3.1634,0.1502,0.60573,1.5343,2.2879,3.8108,2
1,2,3,4,5,1,2,3,4,5,1.192,1.2448,1.9703,3.5682,4.3319,0.40942,0.51929,1.4887,3.255,3.9051,2
1,2,3,4,5,1,2,3,4,5,1.1932,1.4029,1.4046,1.5767,1.655,0.78588,0.89375,0.92855,1.1262,1.3137,1
1,2,3,4,5,1,2,3,4,5,1.1934,1.4763,5.0551,9.4222,39.289,0.89072,1.5542,4.7119,9.1417,39.202,2
1,2,3,4,5,1,2,3,4,5,1.1946,1.2669,1.4623,1.5086,2.892,1.0393,1.5188,1.5413,1.5706,3.3031,5
1,2,3,4,5,1,2,3,4,5,1.1949,1.2685,1.4209,4.5165,4.8037,0.36446,0.5892,1.4509,4.4969,5.1334,1
1,2,3,4,5,1,2,3,4,5,1.1964,1.4397,2.0222,3.2358,17.986,1.5277,1.6557,2.0398,3.0634,17.876,5
1,2,3,4,5,1,2,3,4,5,1.1976,1.2696,1.5507,2.2952,2.9512,0.22632,0.81833,1.2234,2.0474,2.8948,2
1,2,3,4,5,1,2,3,4,5,1.1976,1.425,1.8594,2.9227,3.7099,0.7852,1.1552,1.5524,2.7597,3.5131,1
1,2,3,4,5,1,2,3,4,5,1.1986,1.2422,2.5997,2.6646,7.4994,0.22091,0.66834,2.0258,2.1646,7.4497,1
1,2,3,4,5,1,2,3,4,5,1.1991,1.8901,1.9695,2.0398,2.0611,0.89864,1.7873,1.8398,1.8809,1.9117,1
1,2,3,4,5,1,2,3,4,5,1.2002,1.314,1.4919,2.4373,17.597,0.89193,1.224,1.2552,2.3445,17.322,3
1,2,3,4,5,1,2,3,4,5,1.2005,1.3386,4.8889,10.355,13.17,1.2465,1.273,4.8794,10.288,13.214,1
1,2,3,4,5,1,2,3,4,5,1.2016,1.2652,1.2949,1.4187,4.2398,0.3932,0.58982,0.78808,0.95503,4.1183,2
1,2,3,4,5,1,2,3,4,5,1.2018,1.4313,5.2016,5.9973,6.2852,1.1578,1.3715,5.1914,6.041,6.2252,1
1,2,3,4,5,1,2,3,4,5,1.2024,1.3955,1.5397,1.641,6.2841,1.6547,1.9988,2.064,2.1359,5.9117,5
1,2,3,4,5,1,2,3,4,5,1.2031,2.7147,4.3208,5.027,10.265,1.249,2.4212,3.9289,5.3689,9.8744,1
1,2,3,4,5,1,2,3,4,5,1.2031,1.3709,1.3917,1.4252,1.5262,0.75492,0.82021,0.823,0.84445,0.91483,1
1,2,3,4,5,1,2,3,4,5,1.2033,1.7912,2.1845,2.8831,2.9355,1.176,1.6105,2.009,2.4791,2.5473,1
1,2,3,4,5,1,2,3,4,5,1.2034,3.5398,6.2351,11.85,25.327,0.24214,4.1879,6.8416,12.4,25.904,1
1,2,3,4,5,1,2,3,4,5,1.2041,1.3712,1.438,2.0007,2.3557,0.7077,1.0193,1.2291,1.8844,1.9754,5
1,2,3,4,5,1,2,3,4,5,1.205,1.3189,1.3292,1.3661,1.585,0.35557,0.58373,0.6082,0.64326,0.99715,2
1,2,3,4,5,1,2,3,4,5,1.2062,1.2192,1.4516,3.3551,3.8735,1.0574,1.2571,1.4634,3.4273,3.8535,1
1,2,3,4,5,1,2,3,4,5,1.2064,1.4307,2.6177,3.6698,17.404,0.79701,1.5378,2.5274,3.3202,17.251,1
1,2,3,4,5,1,2,3,4,5,1.2066,1.6576,1.6758,2.5348,38.46,0.73063,0.82094,1.9832,2.5365,39.164,2
1,2,3,4,5,1,2,3,4,5,1.2067,1.2185,1.6531,4.0849,9.9532,0.95823,0.98553,1.9501,3.8886,10.169,1
1,2,3,4,5,1,2,3,4,5,1.2072,1.6384,2.5012,3.2758,3.8564,1.1282,1.4019,2.3655,2.7269,3.6483,1
1,2,3,4,5,1,2,3,4,5,1.2111,1.3012,1.4104,2.0932,2.6556,0.16676,0.62953,0.7992,1.7297,2.9037,1
1,2,3,4,5,1,2,3,4,5,1.2116,1.3771,1.7846,2.2597,13.336,5.978,6.1067,6.4119,6.9755,14.643,2
1,2,3,4,5,1,2,3,4,5,1.2116,1.5267,1.5305,1.7964,5.0192,2.4555,2.7113,2.804,3.1052,5.7029,1
1,2,3,4,5,1,2,3,4,5,1.2141,1.3267,2.0284,3.4712,39.168,1.2051,1.3838,2.0749,3.5381,39.397,3
1,2,3,4,5,1,2,3,4,5,1.2143,1.4193,2.3681,2.5746,5.8638,1.1246,1.5209,2.2184,2.4902,5.812,1
1,2,3,4,5,1,2,3,4,5,1.2177,1.2542,1.4242,1.4503,1.6515,11.75,12.055,12.163,12.339,12.435,1
1,2,3,4,5,1,2,3,4,5,1.2179,1.443,2.5242,3.8625,38.799,1.1958,1.3152,2.3852,5.3454,38.865,2
1,2,3,4,5,1,2,3,4,5,1.2192,1.4747,1.5071,1.5557,1.879,0.39212,0.51072,0.57721,0.73737,1.0597,3
1,2,3,4,5,1,2,3,4,5,1.2224,1.3994,2.9992,3.2153,5.3253,0.6977,0.83754,2.8883,3.0558,4.8366,1
1,2,3,4,5,1,2,3,4,5,1.2225,1.2302,4.661,10.294,11.513,0.22614,0.25685,4.2883,10.342,12.359,1
1,2,3,4,5,1,2,3,4,5,1.2237,1.2538,3.6078,4.9422,6.4335,0.78046,1.7069,3.588,4.8679,6.0834,1
1,2,3,4,5,1,2,3,4,5,1.2254,1.4997,2.1255,3.2611,25.5,1.1005,1.488,2.108,3.1611,25.755,2
1,2,3,4,5,1,2,3,4,5,1.2264,1.3449,1.4652,2.7985,2.9684,0.37184,0.97471,1.021,2.4862,3.0919,1
1,2,3,4,5,1,2,3,4,5,1.2265,1.2347,1.2746,1.3006,1.7324,2.1112,3.497,3.6027,3.668,3.7578,1
1,2,3,4,5,1,2,3,4,5,1.228,1.3007,1.37,1.6517,2.1985,1.0872,1.0939,1.3466,1.5239,2.0235,4
1,2,3,4,5,1,2,3,4,5,1.2281,1.2349,1.4016,1.477,7.3188,0.26307,0.34535,0.90749,0.92688,7.2981,1
1,2,3,4,5,1,2,3,4,5,1.2281,1.5413,1.6408,2.7274,5.6159,0.2545,0.82826,1.2739,3.5191,5.5265,1
1,2,3,4,5,1,2,3,4,5,1.229,1.242,1.557,1.6473,1.8848,0.56051,0.72382,1.1297,1.6044,1.6243,2
1,2,3,4,5,1,2,3,4,5,1.2292,1.744,3.3888,3.954,4.3261,1.1734,1.4192,2.95,3.6899,4.0559,1
1,2,3,4,5,1,2,3,4,5,1.2296,1.3458,1.3544,1.6277,1.9473,0.27447,0.43055,0.44162,0.6338,0.8747,1
1,2,3,4,5,1,2,3,4,5,1.2298,1.5629,1.7261,1.8476,2.8218,2.4738,2.5636,2.6984,2.8092,2.8184,5
1,2,3,4,5,1,2,3,4,5,1.2312,1.383,1.4575,1.6792,7.7294,1.4489,1.4772,1.6131,2.1259,7.4878,5
1,2,3,4,5,1,2,3,4,5,1.2314,1.2823,1.77,2.109,3.4242,0.54268,0.69865,1.2062,2.3636,3.1315,1
1,2,3,4,5,1,2,3,4,5,1.2316,2.2919,2.4232,4.1675,10.768,1.1846,2.2433,2.5195,4.4145,10.819,1
1,2,3,4,5,1,2,3,4,5,1.2328,1.5513,1.7418,1.7562,1.9104,1.1008,1.1695,1.2307,1.4201,1.6027,1
1,2,3,4,5,1,2,3,4,5,1.235,1.3106,1.3328,1.8084,3.9887,0.65208,0.87851,1.0772,1.3057,4.1847,1
1,2,3,4,5,1,2,3,4,5,1.2361,1.7257,1.7595,1.7876,1.7985,0.35445,0.42294,0.64276,0.69624,0.94931,1
1,2,3,4,5,1,2,3,4,5,1.2366,1.4415,1.611,4.169,9.1827,0.29595,0.46586,1.8707,4.9785,9.9419,1
1,2,3,4,5,1,2,3,4,5,1.2367,1.3496,1.4565,2.1038,2.1116,6.5678,6.7816,6.926,7.3348,7.3982,1
1,2,3,4,5,1,2,3,4,5,1.2372,1.3614,1.4124,1.6797,2.3359,1.9019,1.9272,1.9671,2.2728,2.5781,5
1,2,3,4,5,1,2,3,4,5,1.2374,2.9429,8.3658,9.4642,14.048,0.73142,2.9646,8.6823,9.3715,13.809,1
1,2,3,4,5,1,2,3,4,5,1.2386,1.2721,1.4828,1.7659,1.9749,0.66405,0.68207,1.0602,1.4354,1.6147,5
1,2,3,4,5,1,2,3,4,5,1.239,1.3662,1.6112,1.7731,2.281,0.59284,0.79442,1.3428,1.5903,1.7837,2
1,2,3,4,5,1,2,3,4,5,1.2438,1.9206,2.4849,2.9405,4.9579,0.64779,1.5326,1.9315,2.4656,4.6622,2
1,2,3,4,5,1,2,3,4,5,1.2442,1.5676,1.7919,2.3325,3.3491,1.237,1.2671,1.4029,2.0966,3.1848,4
1,2,3,4,5,1,2,3,4,5,1.2465,1.3255,1.4388,1.7611,1.9469,1.2307,1.7861,1.8036,2.1542,2.3213,1
1,2,3,4,5,1,2,3,4,5,1.2478,1.2542,1.2903,1.449,2.8947,1.4423,1.5452,1.5464,1.9594,2.7986,5
1,2,3,4,5,1,2,3,4,5,1.2497,2.0701,2.8146,4.99,5.5461,0.29994,2.6465,3.3768,5.156,6.0049,2
1,2,3,4,5,1,2,3,4,5,1.2538,1.2645,1.4609,1.8119,2.7038,0.32707,0.95885,1.1193,1.3582,2.7388,1
1,2,3,4,5,1,2,3,4,5,1.2559,1.3101,1.3826,1.4167,1.8704,0.98965,1.0475,1.1068,1.1252,1.5213,5
1,2,3,4,5,1,2,3,4,5,1.2561,1.2718,1.8332,3.0708,3.3905,0.36985,0.5072,1.04,2.5183,3.1419,1
1,2,3,4,5,1,2,3,4,5,1.2563,1.2648,1.403,1.4472,1.7465,1.2293,1.2463,1.3775,1.4205,1.6905,5
1,2,3,4,5,1,2,3,4,5,1.2584,1.3168,1.3605,1.5816,2.0676,1.4564,1.5032,1.5536,1.5539,2.1518,1
1,2,3,4,5,1,2,3,4,5,1.2591,1.567,4.2956,10.138,12.311,1.4274,1.4661,3.9414,10.192,11.983,1
1,2,3,4,5,1,2,3,4,5,1.2632,1.3493,1.4253,1.5535,15.089,1.3883,1.5965,1.6054,1.6942,15.466,5
1,2,3,4,5,1,2,3,4,5,1.2635,1.4062,1.9932,2.1627,3.9482,0.38703,1.0611,1.3491,2.2113,4.0441,1
1,2,3,4,5,1,2,3,4,5,1.2659,1.4137,1.6208,2.1997,2.5843,1.2471,1.3096,1.4364,2.1559,2.3212,5
1,2,3,4,5,1,2,3,4,5,1.266,1.415,1.4456,2.0591,2.4329,0.76561,0.76661,0.84129,1.9574,2.0452,5
1,2,3,4,5,1,2,3,4,5,1.2668,1.3998,2.1116,2.3891,2.9553,0.52526,0.60343,1.9979,2.6448,3.4425,2
1,2,3,4,5,1,2,3,4,5,1.2681,1.3904,1.4612,1.6367,4.8067,1.2246,1.3679,1.406,1.6102,4.7155,5
1,2,3,4,5,1,2,3,4,5,1.2696,1.4759,2.3693,2.8702,24.498,1.0845,1.7324,2.4634,3.0992,24.64,2
1,2,3,4,5,1,2,3,4,5,1.2714,1.773,2.47,6.4445,12.638,0.71192,0.894,1.5675,5.7369,12.002,1
1,2,3,4,5,1,2,3,4,5,1.2744,1.2866,1.419,1.527,1.814,0.46235,0.4843,0.688,0.8108,1.6949,1
1,2,3,4,5,1,2,3,4,5,1.2746,1.3198,1.4168,1.4506,1.6595,1.2623,1.5173,1.6914,1.7157,1.9503,1
1,2,3,4,5,1,2,3,4,5,1.2755,2.4896,2.7709,3.6573,13.178,0.92287,2.4503,2.6453,3.3992,13.098,1
1,2,3,4,5,1,2,3,4,5,1.2761,1.3454,1.4149,1.7643,2.2005,1.1274,1.1645,1.3222,1.4858,2.1879,1
1,2,3,4,5,1,2,3,4,5,1.2784,1.5303,1.8263,1.9928,2.1351,0.99071,1.3104,1.3373,1.6185,1.918,1
1,2,3,4,5,1,2,3,4,5,1.2813,1.452,2.078,2.4134,6.7308,1.3286,1.541,2.2316,2.5689,6.8115,1
1,2,3,4,5,1,2,3,4,5,1.2829,1.2837,1.3676,1.6709,4.1626,1.2886,1.5428,1.5925,1.6227,4.4214,5
1,2,3,4,5,1,2,3,4,5,1.2844,1.8365,1.8603,1.9909,2.0504,0.50781,0.69806,0.9003,0.94571,1.2874,1
1,2,3,4,5,1,2,3,4,5,1.2853,1.6683,1.8634,2.0361,2.5163,0.84464,1.3673,1.4645,1.6811,2.1042,1
1,2,3,4,5,1,2,3,4,5,1.2896,1.5406,1.5453,1.5953,3.1292,1.4905,1.6513,1.8719,1.8743,2.8993,5
1,2,3,4,5,1,2,3,4,5,1.291,1.8042,2.2632,10.402,10.779,1.1092,1.3104,2.0582,9.9035,10.476,2
1,2,3,4,5,1,2,3,4,5,1.2922,1.6467,2.0627,2.0786,5.3282,1.2881,1.7833,1.8558,1.8594,5.3575,5
1,2,3,4,5,1,2,3,4,5,1.2928,1.4276,1.4619,1.6335,1.6363,2.1278,2.4072,2.5031,2.5257,2.546,1
1,2,3,4,5,1,2,3,4,5,1.2933,1.3237,1.4529,6.0859,8.9709,0.76955,0.82857,1.1092,6.6069,9.0926,1
1,2,3,4,5,1,2,3,4,5,1.294,3.2543,3.7024,4.2404,7.5989,1.6686,2.5581,3.5463,4.2732,7.3947,2
1,2,3,4,5,1,2,3,4,5,1.2952,1.7305,2.0303,3.1252,4.3705,0.84927,0.87466,1.9916,3.105,5.1108,2
1,2,3,4,5,1,2,3,4,5,1.297,1.6154,2.2214,3.6784,6.3636,0.62654,1.0466,1.524,3.1105,5.9618,2
1,2,3,4,5,1,2,3,4,5,1.2983,1.5636,1.5861,2.0266,2.3003,0.35442,1.1543,1.1639,1.7747,1.8884,1
1,2,3,4,5,1,2,3,4,5,1.2987,1.3642,1.5496,1.6444,2.0054,0.81087,0.87285,0.87614,1.0614,1.3642,3
1,2,3,4,5,1,2,3,4,5,1.3016,1.6529,1.8308,1.9081,17.771,0.76826,1.0977,1.3287,1.4317,17.691,5
1,2,3,4,5,1,2,3,4,5,1.3022,1.7478,3.2367,3.6719,8.5408,0.94132,1.6219,3.1049,3.7932,8.9016,2
1,2,3,4,5,1,2,3,4,5,1.3028,1.549,1.7195,3.9814,5.2313,0.41269,0.74483,1.7919,3.9189,5.6213,1
1,2,3,4,5,1,2,3,4,5,1.303,2.0899,2.1377,3.1646,7.4306,0.56983,2.9099,3.0497,3.9608,7.8234,1
1,2,3,4,5,1,2,3,4,5,1.3032,1.4193,1.4927,1.6185,4.4882,1.1584,1.2731,1.7,1.7262,4.5575,1
1,2,3,4,5,1,2,3,4,5,1.3038,3.2096,4.6646,5.3689,9.2055,1.2121,3.3012,4.7466,5.3189,9.3601,1
1,2,3,4,5,1,2,3,4,5,1.3042,1.3873,1.4257,1.4816,2.1035,0.43791,0.64249,0.86062,0.89882,1.2841,1
1,2,3,4,5,1,2,3,4,5,1.3063,1.6828,2.04,3.1503,7.9958,0.82316,0.87438,1.1615,2.5189,7.9353,1
1,2,3,4,5,1,2,3,4,5,1.3065,3.2262,3.4628,3.9924,5.143,0.94096,2.891,3.6677,3.9999,4.8734,1
1,2,3,4,5,1,2,3,4,5,1.3067,1.5281,4.4971,5.9113,7.926,1.133,1.5313,3.7487,5.1913,7.2744,2
1,2,3,4,5,1,2,3,4,5,1.3087,1.3317,1.3686,1.4381,2.3924,1.6231,1.6448,1.8575,2.2163,3.2771,1
1,2,3,4,5,1,2,3,4,5,1.3104,1.7243,2.0295,6.0483,18.061,0.39601,1.2041,1.4674,6.5966,18.477,1
1,2,3,4,5,1,2,3,4,5,1.3122,1.3831,1.5315,1.8644,2.191,1.049,1.1011,1.2063,1.4759,2.0084,2
1,2,3,4,5,1,2,3,4,5,1.3124,1.3859,1.6806,2.1992,5.0899,0.32496,0.62417,1.1677,2.0318,5.1811,2
1,2,3,4,5,1,2,3,4,5,1.3158,1.333,1.9792,3.6498,10.628,1.299,1.3352,2.1112,3.8246,10.703,2
1,2,3,4,5,1,2,3,4,5,1.3158,1.3585,1.5934,2.6711,5.3974,1.13,1.2832,1.3503,2.3869,5.3314,2
1,2,3,4,5,1,2,3,4,5,1.316,1.4028,1.9537,3.0912,7.4018,1.3023,1.5383,2.3092,3.8087,8.1335,2
1,2,3,4,5,1,2,3,4,5,1.3168,1.653,1.86,1.9387,5.3294,1.2307,1.6516,1.7881,1.8954,5.2965,5
1,2,3,4,5,1,2,3,4,5,1.317,1.5344,1.7758,1.7928,8.4362,0.82394,0.88627,1.1557,1.1764,8.1779,5
1,2,3,4,5,1,2,3,4,5,1.3172,1.547,1.8511,1.9293,2.8678,0.59511,1.0539,1.3847,1.4187,2.4549,3
1,2,3,4,5,1,2,3,4,5,1.3175,1.3259,1.4468,1.7181,5.3057,0.58214,0.6694,0.92882,1.2118,5.497,5
1,2,3,4,5,1,2,3,4,5,1.3176,1.7789,3.5383,6.2485,13.203,1.0197,1.8025,4.0461,6.8946,13.705,1
1,2,3,4,5,1,2,3,4,5,1.3191,1.3227,1.3541,2.0464,2.3059,1.1627,1.2233,1.239,1.5255,2.4912,1
1,2,3,4,5,1,2,3,4,5,1.3212,1.4241,3.3101,3.915,4.4029,1.0157,1.1203,2.8515,3.3377,3.4837,1
1,2,3,4,5,1,2,3,4,5,1.3217,1.8008,3.6891,6.6085,7.3765,1.372,1.7598,3.6425,6.6162,7.3622,1
1,2,3,4,5,1,2,3,4,5,1.3227,1.6199,2.6048,2.7334,5.8096,0.66534,1.2315,2.493,2.9072,5.8611,4
1,2,3,4,5,1,2,3,4,5,1.3229,1.405,1.7765,1.9038,1.9887,0.79286,0.82621,0.99313,1.1668,1.2075,1
1,2,3,4,5,1,2,3,4,5,1.3258,1.5987,1.7112,9.4093,25.734,0.77489,0.83185,1.0522,9.4397,25.663,2
1,2,3,4,5,1,2,3,4,5,1.3282,1.4051,1.4237,1.524,1.6087,0.73328,0.88203,0.98954,1.1743,1.3652,5
1,2,3,4,5,1,2,3,4,5,1.33,1.3364,2.0726,5.3786,18.416,0.42098,0.45011,1.5552,5.0999,18.61,1
1,2,3,4,5,1,2,3,4,5,1.333,1.9076,2.0576,2.3477,3.943,1.288,1.9395,2.0869,2.3878,3.8449,1
1,2,3,4,5,1,2,3,4,5,1.3358,1.3554,1.4205,1.4206,1.7373,1.4955,1.5043,1.5305,1.5485,1.971,2
1,2,3,4,5,1,2,3,4,5,1.3361,1.3722,1.6625,3.4546,13.711,1.143,1.157,2.4268,4.1346,14.944,1
1,2,3,4,5,1,2,3,4,5,1.3364,1.757,1.7804,1.8277,1.9792,3.2118,3.3189,3.3193,3.3409,4.138,5
1,2,3,4,5,1,2,3,4,5,1.3365,2.1853,5.0477,6.2983,10.908,0.73433,1.4408,4.4189,5.5066,10.146,1
1,2,3,4,5,1,2,3,4,5,1.3382,1.4561,1.4966,1.6614,3.4108,1.5139,1.6466,1.6645,2.2245,3.692,1
1,2,3,4,5,1,2,3,4,5,1.3386,1.4169,1.6196,1.6465,2.8251,0.69156,0.75796,0.87324,1.0105,2.7196,5
1,2,3,4,5,1,2,3,4,5,1.3395,1.3593,1.5248,1.6193,5.876,2.4716,2.5594,2.6334,2.7811,4.3992,5
1,2,3,4,5,1,2,3,4,5,1.3396,1.6211,4.0353,8.3658,14.222,1.15,1.5731,4.1043,8.5941,14.412,1
1,2,3,4,5,1,2,3,4,5,1.3417,1.5725,1.7297,1.7364,1.8355,0.70049,0.81035,1.0136,1.0202,1.1426,1
1,2,3,4,5,1,2,3,4,5,1.3426,1.3713,1.3728,1.4948,1.803,0.45862,0.51815,0.60703,0.69585,1.2132,3
1,2,3,4,5,1,2,3,4,5,1.3442,2.2759,4.0592,4.8451,7.5356,1.3504,2.3222,3.9397,4.8984,7.9301,1
1,2,3,4,5,1,2,3,4,5,1.3448,1.3786,1.6268,5.2084,5.3303,0.78896,0.83196,1.4608,5.2534,6.068,2
1,2,3,4,5,1,2,3,4,5,1.346,1.6742,1.6751,1.799,9.5295,1.0526,1.1696,1.1763,1.3707,9.9002,5
1,2,3,4,5,1,2,3,4,5,1.3475,1.6422,3.2362,3.295,8.8144,1.2883,1.5422,3.1646,3.7968,9.2087,1
1,2,3,4,5,1,2,3,4,5,1.3484,1.6114,1.7687,1.7801,2.2402,3.2082,3.7166,3.8461,3.8795,4.3702,1
1,2,3,4,5,1,2,3,4,5,1.3484,1.4891,1.5582,1.6173,1.7359,1.2746,1.5398,1.6181,1.677,1.7782,1
1,2,3,4,5,1,2,3,4,5,1.3491,1.6793,1.9657,2.2476,4.8793,1.3046,1.7937,1.9904,2.2459,4.9096,1
1,2,3,4,5,1,2,3,4,5,1.3496,1.854,2.1017,2.2885,2.9693,0.50168,1.2004,1.981,2.0337,2.8171,4
1,2,3,4,5,1,2,3,4,5,1.3497,1.5282,1.6207,1.9019,3.7631,2.729,3.0903,3.126,3.2494,4.3661,5
1,2,3,4,5,1,2,3,4,5,1.351,1.4044,1.9316,2.2539,6.6044,1.0141,1.1025,1.5951,2.0032,6.606,2
1,2,3,4,5,1,2,3,4,5,1.3511,1.7689,1.7882,2.5518,3.5724,1.227,1.595,1.7428,2.4313,3.4833,1
1,2,3,4,5,1,2,3,4,5,1.3511,1.5858,2.4445,4.3785,4.544,1.0364,2.2782,2.5457,4.4884,4.8596,2
1,2,3,4,5,1,2,3,4,5,1.3533,1.554,1.5625,14.204,18.416,0.23455,0.43602,0.79229,14.473,18.664,1
1,2,3,4,5,1,2,3,4,5,1.3537,2.2143,3.6625,3.7245,12.381,1.592,1.6569,3.1639,3.2306,11.894,2
1,2,3,4,5,1,2,3,4,5,1.3539,1.4484,1.523,2.6907,3.2467,1.9704,2.1921,2.7903,3.7965,4.0989,1
1,2,3,4,5,1,2,3,4,5,1.354,1.8327,2.1723,3.276,10.248,0.83384,0.86239,1.539,2.9643,9.8492,1
1,2,3,4,5,1,2,3,4,5,1.3543,1.4269,2.1757,3.2796,5.8458,1.0437,1.0898,2.5771,3.6357,6.3747,1
1,2,3,4,5,1,2,3,4,5,1.3549,1.3734,1.4563,1.9586,5.63,1.138,1.4674,1.6636,2.0708,5.6298,3
1,2,3,4,5,1,2,3,4,5,1.3552,1.5717,1.5977,1.7783,2.268,1.5183,1.6201,1.6925,2.0786,2.4199,2
1,2,3,4,5,1,2,3,4,5,1.356,1.534,1.6421,2.0914,4.7382,0.71754,0.86706,1.0038,1.578,5.1414,5
1,2,3,4,5,1,2,3,4,5,1.3572,1.6219,2.4496,2.6485,3.2584,1.2565,1.6109,2.1688,2.6675,3.2362,2
1,2,3,4,5,1,2,3,4,5,1.3576,1.5539,1.5778,2.3059,7.7331,0.51346,1.106,1.1428,2.4089,7.7379,3
1,2,3,4,5,1,2,3,4,5,1.3609,1.6673,1.6764,1.7124,2.1428,0.23185,0.32421,0.6324,0.95557,1.4477,1
1,2,3,4,5,1,2,3,4,5,1.3611,1.3615,1.598,1.9491,5.0588,0.43407,0.44515,0.76246,1.0161,4.7897,1
1,2,3,4,5,1,2,3,4,5,1.3619,1.8139,2.1307,2.386,8.7498,1.793,1.8288,2.233,2.6043,8.9128,3
1,2,3,4,5,1,2,3,4,5,1.3661,1.3832,1.4024,1.6668,2.4882,3.6152,3.6522,3.8032,4.0507,4.2057,5
1,2,3,4,5,1,2,3,4,5,1.3672,1.43,1.5211,1.5567,3.4814,0.28334,0.53691,0.8307,0.86337,3.3816,2
1,2,3,4,5,1,2,3,4,5,1.3698,1.5094,1.7478,1.7856,1.8773,0.90688,0.92199,0.98521,1.131,1.2779,1
1,2,3,4,5,1,2,3,4,5,1.3707,1.4123,2.2288,7.5664,9.0599,1.431,1.5063,1.8189,6.5922,8.8482,2
1,2,3,4,5,1,2,3,4,5,1.3726,1.9282,2.0927,2.1939,14.973,4.7724,4.9293,5.2403,5.2659,14.054,5
1,2,3,4,5,1,2,3,4,5,1.3733,1.4212,9.759,10.525,28.832,0.34482,0.59935,9.6469,10.537,28.769,1
