Category,Reviews,Size,Type,Price,Content Rating,Genres,Install,Rating>4.2
FOOD_AND_DRINK,1962,22000000,Free,0,Everyone,Food & Drink,100000,1
FOOD_AND_DRINK,22071,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,196,9000000,Free,0,Everyone 10+,Food & Drink,10000,0
FOOD_AND_DRINK,278,7200000,Free,0,Everyone,Food & Drink,50000,0
FOOD_AND_DRINK,61881,,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,2129,,Paid,3.49,Everyone,Food & Drink,10000,1
FOOD_AND_DRINK,1268,2300000,Paid,4.99,Everyone,Food & Drink,50000,0
FOOD_AND_DRINK,91359,27000000,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,22015,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,131569,8200000,Free,0,Everyone,Food & Drink,10000000,1
FOOD_AND_DRINK,31986,76000000,Free,0,Teen,Food & Drink,1000000,1
FOOD_AND_DRINK,22875,22000000,Free,0,Everyone,Food & Drink,1000000,0
FOOD_AND_DRINK,17071,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,90242,19000000,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,483960,,Free,0,Teen,Food & Drink,10000000,0
FOOD_AND_DRINK,511228,,Free,0,Everyone,Food & Drink,10000000,1
FOOD_AND_DRINK,464,28000000,Free,0,Everyone,Food & Drink,50000,0
FOOD_AND_DRINK,155944,35000000,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,1920,,Free,0,Everyone,Food & Drink,100000,0
FOOD_AND_DRINK,22875,22000000,Free,0,Everyone,Food & Drink,1000000,0
FOOD_AND_DRINK,1032935,,Free,0,Everyone,Food & Drink,10000000,1
FOOD_AND_DRINK,40116,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,51517,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,7690,25000000,Free,0,Everyone,Food & Drink,100000,1
FOOD_AND_DRINK,321134,30000000,Free,0,Everyone,Food & Drink,10000000,1
FOOD_AND_DRINK,3755,8500000,Free,0,Everyone,Food & Drink,100000,0
FOOD_AND_DRINK,104504,,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,28009,17000000,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,333208,34000000,Free,0,Everyone,Food & Drink,10000000,0
FOOD_AND_DRINK,35218,34000000,Free,0,Everyone,Food & Drink,1000000,1
FOOD_AND_DRINK,116403,,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,37517,17000000,Free,0,Everyone,Food & Drink,5000000,1
FOOD_AND_DRINK,292969,16000000,Free,0,Everyone,Food & Drink,10000000,0
FOOD_AND_DRINK,511420,,Free,0,Everyone,Food & Drink,10000000,1
HEALTH_AND_FITNESS,428156,15000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,1577,2200000,Free,0,Everyone,Health & Fitness,500000,0
HEALTH_AND_FITNESS,38098,11000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,31139,6900000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,272337,13000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,220125,11000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,400592,2900000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,20098,25000000,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,117925,7000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,548021,27000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,48276,7500000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,471036,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,12705,15000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,706,9400000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,465,6400000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,644,5500000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,6238,3900000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,144040,55000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,51227,28000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,357417,,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,199,8800000,Free,0,Everyone,Health & Fitness,50000,1
HEALTH_AND_FITNESS,827597,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,9116,4000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,2071,6900000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,50294,11000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,708674,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,1140,5500000,Free,0,Teen,Health & Fitness,500000,0
HEALTH_AND_FITNESS,232153,,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,14709,15000000,Free,0,Everyone,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,12029,4300000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1873516,,Free,0,Everyone,Health & Fitness,50000000,1
HEALTH_AND_FITNESS,2880,7100000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,270267,58000000,Free,0,Everyone,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,559186,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,77777,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,8642,18000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,501144,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,1861,1500000,Free,0,Everyone,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,1203,6500000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,299,11000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,115721,67000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,14810,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,183662,57000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,27393,59000000,Free,0,Mature 17+,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,10445,48000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,49479,57000000,Free,0,Teen,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,4848,13000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,20812,,Free,0,Teen,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,328469,,Free,0,Teen,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,100406,,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,205299,31000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,66791,10000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,183669,57000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,399009,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,5420,21000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,130104,25000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,251534,93000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,28951,60000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,60096,27000000,Free,0,Teen,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,106547,54000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,134195,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,249855,,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,27396,59000000,Free,0,Mature 17+,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,708710,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,109756,78000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,38343,55000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,190247,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,827651,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,115721,67000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,75571,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,70769,35000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,2107,,Paid,2.99,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,26540,43000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1608,39000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,19074,4200000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,7976,44000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,7586,45000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,2885,,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,48226,28000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1026,29000000,Paid,3.99,Everyone,Health & Fitness,10000,1
HEALTH_AND_FITNESS,28945,12000000,Free,0,Teen,Health & Fitness,500000,1
HEALTH_AND_FITNESS,11506,15000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,1288,31000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,6826,,Free,0,Everyone,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,111450,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,19543,,Paid,2.99,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,233243,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,11689,20000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,77563,39000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,5499,94000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,70769,35000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,2107,,Paid,2.99,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,48286,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,26652,41000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,71269,49000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,20301,22000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,93691,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,56145,23000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,20326,28000000,Free,0,Teen,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,12955,7200000,Free,0,Teen,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,2681,6500000,Free,0,Everyone,Health & Fitness,500000,0
HEALTH_AND_FITNESS,325738,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,4102,24000000,Free,0,Everyone 10+,Health & Fitness,500000,1
HEALTH_AND_FITNESS,40296,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,4559407,,Free,0,Everyone,Health & Fitness,100000000,1
HEALTH_AND_FITNESS,570242,20000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,1873523,,Free,0,Everyone,Health & Fitness,50000000,1
HEALTH_AND_FITNESS,121838,15000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,62616,,Free,0,Teen,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,12858,55000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,34356,,Free,0,Everyone,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,50679,38000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,16943,32000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,524299,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,267,,Free,0,Teen,Health & Fitness,50000,0
HEALTH_AND_FITNESS,623,40000000,Free,0,Everyone 10+,Health & Fitness,50000,1
HEALTH_AND_FITNESS,27396,59000000,Free,0,Mature 17+,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,708710,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,75571,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,117176,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,70416,23000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,15674,6100000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,14402,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,270294,58000000,Free,0,Everyone,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,144050,55000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,100406,,Free,0,Everyone,Health & Fitness,10000000,0
HEALTH_AND_FITNESS,141163,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,183669,57000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,251534,93000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,28951,60000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1873520,,Free,0,Everyone,Health & Fitness,50000000,1
HEALTH_AND_FITNESS,559262,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,501144,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,708753,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,69395,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,827653,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,27439,19000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,2490,3800000,Free,0,Everyone 10+,Health & Fitness,500000,0
HEALTH_AND_FITNESS,24094,18000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,18539,57000000,Free,0,Everyone,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,3061,5500000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,229210,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,20547,5700000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,3405,51000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,217,9400000,Free,0,Teen,Health & Fitness,50000,0
HEALTH_AND_FITNESS,7895,3300000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,32606,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1324,4000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,1873520,,Free,0,Everyone,Health & Fitness,50000000,1
HEALTH_AND_FITNESS,69395,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,27439,19000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,2490,3800000,Free,0,Everyone 10+,Health & Fitness,500000,0
HEALTH_AND_FITNESS,126017,4300000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,24094,18000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,20547,5700000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,229214,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,2469,3600000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,3061,5500000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,18539,57000000,Free,0,Everyone,Health & Fitness,1000000,0
HEALTH_AND_FITNESS,3405,51000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,270294,58000000,Free,0,Everyone,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,32606,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,217,9400000,Free,0,Teen,Health & Fitness,50000,0
HEALTH_AND_FITNESS,7895,3300000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,1324,4000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,1873523,,Free,0,Everyone,Health & Fitness,50000000,1
HEALTH_AND_FITNESS,69395,,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,14394,9900000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,26540,43000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,1812,37000000,Free,0,Everyone,Health & Fitness,100000,0
HEALTH_AND_FITNESS,13724,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,10253,,Free,0,Teen,Health & Fitness,500000,1
HEALTH_AND_FITNESS,4642,40000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,16570,73000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,48226,28000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,20161,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,2894,23000000,Free,0,Everyone 10+,Health & Fitness,500000,0
HEALTH_AND_FITNESS,5038,10000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,11506,15000000,Free,0,Everyone,Health & Fitness,100000,1
HEALTH_AND_FITNESS,31665,8400000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,205299,31000000,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,13799,,Free,0,Teen,Health & Fitness,500000,0
HEALTH_AND_FITNESS,111455,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,111462,,Free,0,Everyone,Health & Fitness,5000000,0
HEALTH_AND_FITNESS,57634,41000000,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,233243,,Free,0,Everyone,Health & Fitness,5000000,1
HEALTH_AND_FITNESS,8576,,Free,0,Everyone,Health & Fitness,1000000,1
HEALTH_AND_FITNESS,11689,20000000,Free,0,Everyone,Health & Fitness,500000,1
HEALTH_AND_FITNESS,77563,39000000,Free,0,Everyone,Health & Fitness,10000000,1
HEALTH_AND_FITNESS,70769,35000000,Free,0,Everyone,Health & Fitness,5000000,1
HOUSE_AND_HOME,417907,34000000,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,3167,7500000,Free,0,Everyone,House & Home,100000,1
HOUSE_AND_HOME,27386,,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,162243,12000000,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,65913,7700000,Free,0,Everyone,House & Home,5000000,0
HOUSE_AND_HOME,24977,21000000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,6000,18000000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,37711,40000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,175293,,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,353799,,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,2758,8600000,Free,0,Everyone,House & Home,500000,0
HOUSE_AND_HOME,1437,,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,7573,18000000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,8481,7500000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,10054,9100000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,10117,13000000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,39189,,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,3522,15000000,Free,0,Everyone,House & Home,100000,1
HOUSE_AND_HOME,71419,,Free,0,Everyone,House & Home,5000000,1
HOUSE_AND_HOME,36857,19000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,39123,,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,14653,,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,23013,26000000,Free,0,Everyone,House & Home,5000000,1
HOUSE_AND_HOME,114,8300000,Free,0,Teen,House & Home,10000,1
HOUSE_AND_HOME,287,27000000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,4435,7900000,Free,0,Everyone,House & Home,500000,1
HOUSE_AND_HOME,43800,,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,4281,27000000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,7508,5100000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,491,15000000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,22584,16000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,4087,9200000,Free,0,Everyone,House & Home,500000,0
HOUSE_AND_HOME,2496,,Free,0,Everyone,House & Home,500000,0
HOUSE_AND_HOME,103305,,Free,0,Everyone,House & Home,5000000,1
HOUSE_AND_HOME,2669,10000000,Free,0,Teen,House & Home,500000,1
HOUSE_AND_HOME,7619,13000000,Free,0,Everyone,House & Home,100000,1
HOUSE_AND_HOME,126,1900000,Free,0,Everyone,House & Home,10000,1
HOUSE_AND_HOME,273,7000000,Free,0,Everyone,House & Home,50000,1
HOUSE_AND_HOME,2248,15000000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,809,7800000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,3280,77000000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,1478,5700000,Free,0,Everyone,House & Home,100000,0
HOUSE_AND_HOME,2382,5900000,Free,0,Everyone,House & Home,500000,0
HOUSE_AND_HOME,4450,7600000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,515,5800000,Free,0,Everyone,House & Home,50000,0
HOUSE_AND_HOME,353800,,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,4465,5800000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,2427,5300000,Free,0,Everyone,House & Home,500000,0
HOUSE_AND_HOME,6631,5500000,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,11200,25000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,6896,35000000,Free,0,Everyone,House & Home,500000,1
HOUSE_AND_HOME,4435,7900000,Free,0,Everyone,House & Home,500000,1
HOUSE_AND_HOME,36857,19000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,8481,7500000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,162243,12000000,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,175293,,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,417907,34000000,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,3834,30000000,Free,0,Everyone,House & Home,500000,1
HOUSE_AND_HOME,27387,,Free,0,Everyone,House & Home,1000000,0
HOUSE_AND_HOME,71421,,Free,0,Everyone,House & Home,5000000,1
HOUSE_AND_HOME,22584,16000000,Free,0,Everyone,House & Home,1000000,1
HOUSE_AND_HOME,353813,,Free,0,Everyone,House & Home,10000000,1
HOUSE_AND_HOME,81,16000000,Free,0,Everyone,House & Home,50000,0
LIBRARIES_AND_DEMO,2087,,Free,0,Everyone,Libraries & Demo,50000,0
LIBRARIES_AND_DEMO,58,15000000,Free,0,Everyone,Libraries & Demo,10000,1
LIBRARIES_AND_DEMO,3014,21000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,923,4300000,Free,0,Everyone,Libraries & Demo,100000,0
LIBRARIES_AND_DEMO,67007,232000,Free,0,Everyone,Libraries & Demo,5000000,0
LIBRARIES_AND_DEMO,539,99000000,Free,0,Everyone,Libraries & Demo,50000,1
LIBRARIES_AND_DEMO,126862,624000,Free,0,Everyone,Libraries & Demo,10000000,0
LIBRARIES_AND_DEMO,48,6900000,Free,0,Everyone,Libraries & Demo,1000,1
LIBRARIES_AND_DEMO,1465,7000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,929,7000000,Free,0,Everyone,Libraries & Demo,50000,1
LIBRARIES_AND_DEMO,783,6400000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,2907,,Free,0,Everyone,Libraries & Demo,50000,0
LIBRARIES_AND_DEMO,434,16000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,411,95000000,Free,0,Everyone,Libraries & Demo,50000,1
LIBRARIES_AND_DEMO,237,8500,Free,0,Everyone,Libraries & Demo,50000,1
LIBRARIES_AND_DEMO,2580,20000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,130272,50000000,Free,0,Everyone,Libraries & Demo,10000000,0
LIBRARIES_AND_DEMO,130,12000000,Free,0,Everyone,Libraries & Demo,10000,1
LIBRARIES_AND_DEMO,7396,22000000,Free,0,Everyone,Libraries & Demo,500000,1
LIBRARIES_AND_DEMO,58055,41000,Free,0,Everyone,Libraries & Demo,5000000,0
LIBRARIES_AND_DEMO,1703,22000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,7750,292000,Free,0,Everyone,Libraries & Demo,1000000,0
LIBRARIES_AND_DEMO,6,5500000,Free,0,Everyone,Libraries & Demo,10000,1
LIBRARIES_AND_DEMO,12657,,Free,0,Everyone,Libraries & Demo,1000000,0
LIBRARIES_AND_DEMO,26,2500000,Free,0,Everyone,Libraries & Demo,1000,1
LIBRARIES_AND_DEMO,1919,8100000,Free,0,Everyone,Libraries & Demo,500000,0
LIBRARIES_AND_DEMO,60170,28000000,Free,0,Everyone,Libraries & Demo,1000000,1
LIBRARIES_AND_DEMO,831,24000000,Free,0,Everyone,Libraries & Demo,100000,1
LIBRARIES_AND_DEMO,8671,3100000,Free,0,Everyone,Libraries & Demo,1000000,0
LIBRARIES_AND_DEMO,20145,11000,Free,0,Everyone,Libraries & Demo,1000000,0
LIBRARIES_AND_DEMO,912,13000000,Free,0,Everyone,Libraries & Demo,500000,0
LIBRARIES_AND_DEMO,2639,19000000,Free,0,Everyone,Libraries & Demo,500000,1
LIBRARIES_AND_DEMO,399,9500000,Free,0,Everyone,Libraries & Demo,100000,1
